"country","gdp","population","export","import"
"Nigeria",574183763411.508,179379016,2681.11,13682.96
"Nigeria",493026682800.63,183995785,2221.68,9949.13
"Nigeria",404649125252.16,188666931,1763.94,7659.45
"Nigeria",375745731053.427,193495907,2254.68,9501.36
"Nigeria",421739251509.08,198387623,3004.97,10884.72
"Nigeria",474517490844.461,203304492,3609.64,10213.57
"Nigeria",432198898467.795,208327405,3134.68,5672.33
"Nigeria",440838992188.478,213401323,4662.97,10291.54
"North Macedonia",9407170321.37752,1946298,8.35,1.01
"North Macedonia",10494626767.6445,1937398,8.87,14.77
"North Macedonia",9745261300.57788,1929821,9.09,22.94
"North Macedonia",10817702346.0674,1922716,10.77,19.89
"North Macedonia",11362265252.778,1917557,14.47,9.05
"North Macedonia",10064519962.5655,1912430,12.85,7.09
"North Macedonia",10672467073.2873,1906313,14.88,24.12
"North Macedonia",11307067069.6658,1898657,17.36,46.59
"North Macedonia",12683068114.2388,1889051,19.5,24.06
"North Macedonia",12606338448.547,1876262,22.58,14.52
"North Macedonia",12361036913.8409,1856124,23.17,5.81
"North Macedonia",14000283827.0154,1837114,30.5,1.18
"Norway",431052143940.438,4889252,179.26,961.42
"Norway",501360549669.404,4953088,334.21,850.92
"Norway",512777309840.997,5018573,234.53,944.93
"Norway",526014468085.106,5079623,229,745.06
"Norway",501736471832.848,5137232,263.34,1001.07
"Norway",388159512245.53,5188607,541.53,585.35
"Norway",370956547619.048,5234519,244.78,566.74
"Norway",401745275035.261,5276968,359.89,842.05
"Norway",439788625883.8,5311916,312.99,366.44
"Norway",408742840909.091,5347896,421.55,630.77
"Norway",367633418886.627,5379475,322.39,673.61
"Norway",503367986030.268,5408320,379.66,2092.32
"Oman",64993498049.4148,2881914,1082.07,4002.03
"Oman",77497529258.7776,3206870,1321.94,3345.91
"Oman",87408842652.7958,3535579,2599.29,2009.68
"Oman",89936020806.2419,3816680,2812.09,2951.14
"Oman",92699089726.9181,4009267,2379.26,1752.24
"Oman",78710793237.9714,4191776,2190.77,1674.65
"Oman",75128738621.5865,4398070,2728.09,1290.47
"Oman",80856697009.1027,4541854,2439.26,4264.27
"Oman",91505851755.5267,4601157,2246.04,2758.96
"Oman",88060858257.4772,4602768,2261.56,3669.33
"Oman",75909397659.2978,4543399,2355.09,3087.9
"Oman",88191977373.212,4520471,3148.1,6840.65
"Pakistan",196709621849.586,194454498,2039.46,332.53
"Pakistan",230586581059.665,198602738,1541.44,397.64
"Pakistan",250106966104.704,202205861,2064.68,541.79
"Pakistan",258657231672.412,205337562,2274.15,426.85
"Pakistan",271390474857.632,208251628,1857.03,497.26
"Pakistan",299963590534.773,210969298,2170.99,440.98
"Pakistan",313630000130.435,213524840,1821.75,454.48
"Pakistan",339205534861.1,216379655,1924.14,488.52
"Pakistan",356128166704.921,219731479,2066.44,494.86
"Pakistan",320909472770.669,223293280,816.51,13.97
"Pakistan",300425609817.981,227196741,326.82,2.39
"Pakistan",348516647445.148,231402117,513.78,2.53
"Palau",188174270.629883,18540,0.03,0.01
"Palau",198873916.625977,18240,0.22,0
"Palau",215762390.136719,17946,0.03,0
"Palau",224265167.236328,17805,0.02,0
"Palau",245731216.430664,17796,0.08,0.01
"Palau",287215972.900391,17794,0.02,3.7
"Palau",305404174.804688,17816,0.03,0
"Palau",292345764.160156,17837,0.06,0.79
"Palau",288160980.224609,17864,0.05,3.21
"Palau",281828704.833984,17916,0.05,0
"Palau",261179138.183594,17972,0.2,0
"Palau",229858184.814453,18024,0.09,0
"Panama",29440287600,3623617,124.55,188.45
"Panama",34686224300,3688674,232.58,219.3
"Panama",40429700000,3754862,227.21,109.56
"Panama",45599900000,3821556,211.74,63.06
"Panama",49921400000,3888793,302.42,74.72
"Panama",54091800000,3957099,201.49,72.49
"Panama",57907700000,4026336,220.12,202.29
"Panama",62202700000,4096063,226.97,43.31
"Panama",67294169200,4165255,227.19,38.86
"Panama",69721787500,4232532,238.45,75.83
"Panama",57086836900,4294396,151.82,32.95
"Panama",67406738100,4351267,347.68,292.4
"Papua New Guinea",14250786674.7766,7583269,21.93,216.94
"Papua New Guinea",17985138065.8549,7806637,35.89,199.36
"Papua New Guinea",21295168665.7247,8026545,29.74,104.63
"Papua New Guinea",21261338064.8783,8245627,43.94,178.29
"Papua New Guinea",23210823987.308,8464153,52.13,157.29
"Papua New Guinea",21723437010.0982,8682174,39.44,179.59
"Papua New Guinea",20758876952.6232,8899169,36.21,108.07
"Papua New Guinea",22742699138.356,9114796,41.9,196.18
"Papua New Guinea",24109780708.0268,9329227,49.67,88.96
"Papua New Guinea",24751066910.5409,9542486,55.96,55.7
"Papua New Guinea",23848445103.9227,9749640,56.1,125.84
"Papua New Guinea",26113333240.2333,9949437,69.87,357.55
"Paraguay",27260886405.2263,5768613,41.56,5.31
"Paraguay",33756238766.5,5843939,66.9,11.1
"Paraguay",33271921136.315,5923322,82.89,8.66
"Paraguay",38501122141.4241,6005652,88.88,5.28
"Paraguay",40377929295.6419,6090721,106.45,88.12
"Paraguay",36211447840.0971,6177950,98.06,112.26
"Paraguay",36089700222.9461,6266615,124.99,155.27
"Paraguay",38997129473.5558,6355404,168.41,166.88
"Paraguay",40225448340.6322,6443328,160.64,20.99
"Paraguay",37925338329.1494,6530026,126.88,25.28
"Paraguay",35432178068.1814,6618695,160.8,15.61
"Paraguay",39950899938.7482,6703799,211.05,16.28
"Peru",147527631520.729,29229572,417.56,187.34
"Peru",171761737046.585,29477721,564.21,548.25
"Peru",192650021648.583,29749589,637.79,561.32
"Peru",201175543571.392,30038809,620.43,524.19
"Peru",200786250582.943,30353951,819.75,590.35
"Peru",189802976285.619,30711863,703.05,820.22
"Peru",191898104390.379,31132779,696.31,1076.7
"Peru",211007984080.911,31605486,760.54,2376.82
"Peru",222597009739.235,32203944,720.92,2405.43
"Peru",228346006003.648,32824861,763.86,1575.05
"Peru",201409694755.934,33304756,764.61,1520.88
"Peru",226354278280.885,33715471,897.43,2707.37
"Philippines",208368893151.144,94636700,880.99,429.33
"Philippines",234216730295.938,96337913,992.77,441.3
"Philippines",261920540972.102,98032317,1187.06,503.97
"Philippines",283902828581.65,99700107,1418.87,391.54
"Philippines",297483555344.802,101325201,1395.44,422.98
"Philippines",306445871246.718,103031365,1353.2,542.09
"Philippines",318627003012.52,104875266,1482.37,494.55
"Philippines",328480736798.792,106738501,1692.71,764.36
"Philippines",346841896583.515,108568836,1743.42,581.07
"Philippines",376823402244.928,110380804,1525.9,523.83
"Philippines",361751145451.597,112190977,1457.12,572.46
"Philippines",394087359848.11,113880328,2107.1,729.13
"Poland",475696613935.595,38042794,666.14,386
"Poland",524374183218.309,38063255,786.88,624.15
"Poland",495230523665.901,38063164,810.75,863.18
"Poland",515761954074.157,38040196,995.37,622.47
"Poland",539080475073.719,38011735,1050.65,635.5
"Poland",477111287969.227,37986412,1025.2,569.58
"Poland",470024599375.619,37970087,1197.73,690.91
"Poland",524641252834.826,37974826,1541.25,766.95
"Poland",588779796423.695,37974750,1572.69,793.31
"Poland",596058473058.766,37965475,1547.98,849.48
"Poland",599442732365.372,37899070,1652.52,706.23
"Poland",681346077608.607,37747124,2723.77,1124.7
"Portugal",238113003233.284,10573100,526.77,85.34
"Portugal",245117990242.248,10557560,525.17,303.55
"Portugal",216224240577.957,10514844,528.39,378.16
"Portugal",226433858005.714,10457295,626.92,339.93
"Portugal",229901964221.884,10401062,636.37,144.98
"Portugal",199394066525.44,10358076,589.53,102.52
"Portugal",206426152308.931,10325452,669.57,141.07
"Portugal",221357874718.93,10300300,747.2,190.14
"Portugal",242313116577.967,10283822,743.18,132.75
"Portugal",239986922638.902,10286263,744.69,141.79
"Portugal",229031860520.777,10297081,837.06,113.88
"Portugal",255534839405.899,10361831,1191.7,164.54
"Puerto Rico",98381300000,3721525,64.97,28.87
"Puerto Rico",100351700000,3678732,103.03,34.72
"Puerto Rico",101564800000,3634488,106.28,23.2
"Puerto Rico",1.0245e+11,3593077,90.79,20.59
"Puerto Rico",102445800000,3534874,98.98,26.09
"Puerto Rico",103375500000,3473232,115.02,50.16
"Puerto Rico",104336700000,3406672,105.84,49.98
"Puerto Rico",103445500000,3325286,78.05,74.85
"Puerto Rico",100958100000,3193354,138.38,39.03
"Puerto Rico",105126400000,3193694,134.42,52.44
"Puerto Rico",103130900000,3281557,156.18,29.12
"Puerto Rico",106426600000,3262693,277.84,54.91
"Qatar",125122306346.154,1713504,375.26,6819.85
"Qatar",167775268626.374,1804171,807.83,12916.31
"Qatar",186833502362.637,1905660,687.06,15693.02
"Qatar",198727642967.033,2035501,968.91,15707.95
"Qatar",206224598571.429,2214465,1054.8,14604.72
"Qatar",161739955576.923,2414573,901.95,9022.12
"Qatar",151732181868.132,2595166,784.44,7646.16
"Qatar",161099122225.275,2711755,1471.69,8409
"Qatar",183334953818.681,2766732,1610.91,10721.7
"Qatar",176371267692.308,2807235,1268.12,9685.94
"Qatar",144411363351.648,2760385,1284.57,7930.12
"Qatar",179732009560.44,2688235,1837.52,13193.66
"Romania",170029359010.667,20246871,425.97,237.41
"Romania",192613579705.885,20147528,269.45,455.38
"Romania",179132893143.417,20058035,283.04,311.05
"Romania",189789258566.244,19983693,286.33,375.62
"Romania",199713780259.318,19908979,416.7,296.44
"Romania",177883883008.747,19815616,255.64,309.25
"Romania",185287630540.431,19702267,257.52,317.3
"Romania",210147163769.848,19588715,398.82,411.65
"Romania",243316029944.056,19473970,430.2,315.3
"Romania",251017797625.017,19371648,366.79,261.27
"Romania",251362514349.697,19265250,371.8,193.96
"Romania",285810244501.933,19122059,592.67,263.06
"Russian Federation",1524916715223.95,142849468,1689.32,3599.93
"Russian Federation",2045922753398.04,143018195,1778.18,4764.24
"Russian Federation",2208293553878.42,143378447,2295.6,4231.51
"Russian Federation",2292470078346.22,143805638,2121.14,3894.4
"Russian Federation",2059241589895.01,144237223,2096.9,4249.17
"Russian Federation",1363482182197.71,144640716,1587.71,4584.96
"Russian Federation",1276786350881.14,145015460,1936.92,5552.26
"Russian Federation",1574199360089,145293260,2113.25,8573.4
"Russian Federation",1657328773461.31,145398106,2389.29,5840.39
"Russian Federation",1693115002708.32,145453291,3017.52,7092.94
"Russian Federation",1493075894362.14,145245148,2655.39,5485.71
"Russian Federation",1843392293734.38,144746762,3254.47,9869.94
"Rwanda",6124756894.20677,10309031,32.42,0.03
"Rwanda",6884912956.96448,10576932,48.22,0.15
"Rwanda",7654762344.67766,10840334,77.82,0.24
"Rwanda",7819963627.14108,11101350,87.45,0.25
"Rwanda",8238966247.18033,11368451,149.17,1.21
"Rwanda",8543759088.57783,11642959,106.04,1.33
"Rwanda",8695272095.38502,11930899,87.99,1.17
"Rwanda",9252834120.39358,12230339,90.55,5.34
"Rwanda",9637904552.51428,12531808,144.83,6.68
"Rwanda",10349299855.8404,12835028,123.92,4.1
"Rwanda",10174387614.2558,13146362,134.19,6.65
"Rwanda",11069280277.007,13461888,127.73,7.55
"Samoa",680260907.153983,194672,1.52,0.12
"Samoa",744097050.169115,196351,2.22,0.16
"Samoa",773141661.165548,198124,2,0.17
"Samoa",797736334.281305,199939,4.28,0.02
"Samoa",796683519.593842,201757,2.45,1.18
"Samoa",824150498.653536,203571,2.2,2.46
"Samoa",843924796.697421,205544,1.79,6.3
"Samoa",884844384.463214,207630,2.37,0.26
"Samoa",878448433.404342,209701,2.59,2.73
"Samoa",912950466.064906,211905,4.25,3
"Samoa",868898358.266437,214929,2.69,0.45
"Samoa",843923638.733018,218764,1.35,0.39
"San Marino",1678741201.5731,33285,0,0.64
"San Marino",1673910988.24105,33389,0.04,0.31
"San Marino",1419400403.82788,33570,0.26,0.52
"San Marino",1468342430.7393,33834,0.23,0.39
"San Marino",1528621195.4832,34056,0.14,0.64
"San Marino",1655354303.86998,34156,0.15,0.21
"San Marino",1616188702.33964,34178,0.24,0.15
"San Marino",1541247883.99351,34007,0.25,0.07
"San Marino",1855382833.1165,33745,0.27,0.07
"Sao Tome and Principe",190021192.489536,182138,1.05,0.11
"Sao Tome and Principe",226455001.243083,186044,0.75,0.02
"Sao Tome and Principe",229371348.202606,189924,0.9,0
"Sao Tome and Principe",267041747.584354,193757,0.89,0
"Sao Tome and Principe",293119143.246825,197497,1.45,0.05
"Sao Tome and Principe",259999643.047388,201124,0.95,0
"Sao Tome and Principe",292267272.196925,204632,0.92,0.02
"Sao Tome and Principe",322002845.229335,208036,0.88,0
"Sao Tome and Principe",383717327.830508,211344,1.17,0.01
"Sao Tome and Principe",412976064.479214,214599,1.49,0
"Sao Tome and Principe",471229484.607144,218641,1.92,0.07
"Sao Tome and Principe",524402450.755612,223107,2.06,0
"Saudi Arabia",528207200000,29411929,4684.17,20385.27
"Saudi Arabia",676634666666.667,30150945,5683.06,31817.69
"Saudi Arabia",741849866666.667,30821543,9785.56,33998.05
"Saudi Arabia",753864533333.333,31482498,12218.72,36403.67
"Saudi Arabia",766605866666.667,32125564,11161.21,28107.54
"Saudi Arabia",669484266666.667,32749848,6381.23,20321.31
"Saudi Arabia",6.66e+11,33416270,5110.09,19972.36
"Saudi Arabia",714994666666.667,34193122,5410.42,22069.91
"Saudi Arabia",846583733333.333,35018133,5561.53,28479.19
"Saudi Arabia",838564800000,35827362,6236.59,26857.32
"Saudi Arabia",734271200000,35997107,5856.34,16186.71
"Saudi Arabia",8.74156e+11,35950396,8758.74,34100.55
"Senegal",16121315909.0758,12530121,210.08,205.63
"Senegal",17814283639.3119,12875880,365.01,84.14
"Senegal",17660870411.5235,13231833,490.17,0.4
"Senegal",18918667724.8817,13595566,426.39,153.6
"Senegal",19797253440.2679,13970308,518.67,208.13
"Senegal",17774766696.1759,14356181,558.62,263.94
"Senegal",19040312333.1864,14751356,634.02,315.85
"Senegal",20996562943.5979,15157793,724.02,564.93
"Senegal",23116701556.1381,15574909,639.12,658.97
"Senegal",23403995992.1354,16000781,476.96,469.45
"Senegal",24530513037.7518,16436120,698.99,401.14
"Senegal",27520784129.7508,16876720,953.4,696.17
"Serbia",48394239474.6762,7164132,31.5,3.26
"Serbia",47062202418.8864,7130576,42.39,23.71
"Serbia",39655949731.3816,7095383,43.31,22.33
"Serbia",40692661657.284,7058322,50.04,27.19
"Serbia",44179075778.9267,7020858,59,24.09
"Serbia",50640662859.4987,6982604,72.29,21.45
"Serbia",51514242938.6734,6945235,83.64,11.47
"Serbia",53356484591.4378,6899126,90.69,7.28
"Serbia",63101042897.707,6834326,89.83,11.05
"Seychelles",981616542.328454,89770,26.97,9.3
"Seychelles",1058918707.26124,87441,34.63,2.56
"Seychelles",1089407839.19709,88303,38.77,2.39
"Seychelles",1333160407.38516,89949,52.59,0.99
"Seychelles",1387577870.08161,91359,32.47,1.17
"Seychelles",1432403352.12944,93419,34.06,0.68
"Seychelles",1568513348.14463,94677,35.88,0.91
"Seychelles",1675370641.01416,95843,42.01,1.37
"Seychelles",1784313926.76807,96762,84.39,5.26
"Seychelles",1868690096.73454,97625,66.53,4.69
"Seychelles",1382551751.56908,98462,54.94,3.64
"Seychelles",1487173794.80528,99258,44.79,3.88
"Sierra Leone",2578159803.94597,6436698,54.29,6.66
"Sierra Leone",2932274309.3957,6612385,86.19,5.35
"Sierra Leone",3789251613.36066,6788587,184.16,5.79
"Sierra Leone",4920343316.87093,6964859,100.9,5.56
"Sierra Leone",5015180725.3416,7140688,80.35,23.58
"Sierra Leone",4252029353.82191,7314773,91.15,16.54
"Sierra Leone",3862721266.02162,7493913,93.66,12.24
"Sierra Leone",3719443418.26155,7677565,93.47,24.16
"Sierra Leone",4085114387.55605,7861281,112.19,11.73
"Sierra Leone",4076578698.79107,8046828,115.23,24.48
"Sierra Leone",4062906265.7332,8233970,152.03,8.71
"Sierra Leone",4249234704.01866,8420641,178.72,16.92
"Singapore",239807980591.24,5076732,9825.25,7139.11
"Singapore",279356499090.458,5183688,16857.45,8388.28
"Singapore",295092888076.589,5312437,13619,7486.23
"Singapore",307576360584.992,5399162,12510.31,6762.32
"Singapore",314863580758.455,5469724,9809.17,7124.28
"Singapore",307998545269.398,5535002,7719.59,7308.16
"Singapore",319053943915.005,5607283,9564.32,7086.42
"Singapore",343257164581.712,5612253,10202.57,7466.84
"Singapore",376892697588.005,5638676,11572.04,16281.45
"Singapore",376901649222.451,5703569,8922.47,14746.53
"Singapore",349488382610.662,5685807,8675.23,13304.72
"Singapore",434111559282.849,5453566,11150.36,18961.98
"Slovak Republic",91162836320.3502,5391428,59.48,87.98
"Slovak Republic",99922685424.8835,5398384,94.32,87.95
"Slovak Republic",94623731085.6106,5407579,106.96,63.41
"Slovak Republic",98935222174.8603,5413393,104.38,53.12
"Slovak Republic",101437045019.901,5418649,136.85,137.01
"Slovak Republic",88900883130.8374,5423801,137.44,64.58
"Slovak Republic",89952699524.894,5430798,146.1,68.51
"Slovak Republic",95649966260.9802,5439232,152.41,95.15
"Slovak Republic",106137924015.593,5446771,145.93,57.37
"Slovak Republic",105711680180.565,5454147,138.3,54.78
"Slovak Republic",106737868873.941,5458827,155.93,35.57
"Slovak Republic",118563266602.359,5447247,171.12,101.84
"Slovenia",48208240226.4501,2048583,187.38,91.96
"Slovenia",51583869785.1849,2052843,226.96,156.96
"Slovenia",46577793184.0031,2057159,273.73,117.46
"Slovenia",48415657264.8758,2059953,212.18,118.12
"Slovenia",49997186439.0916,2061980,245.72,104.5
"Slovenia",43107506024.3254,2063531,263.72,88.56
"Slovenia",44766722790.5826,2065042,251.58,101.66
"Slovenia",48589100043.0954,2066388,284.05,112.07
"Slovenia",54177882425.8431,2073894,313.99,248.58
"Slovenia",54386654313.9685,2088385,332.45,248.42
"Slovenia",53734526854.2289,2102419,354.67,271.76
"Slovenia",61832201543.8285,2108079,494.33,303.17
"Solomon Islands",898133684.898793,540394,1.13,0.04
"Solomon Islands",1063895360.69907,553721,1.17,22.12
"Solomon Islands",1185215418.25562,567763,1.51,15.13
"Solomon Islands",1285911586.132,582365,2.03,5.3
"Solomon Islands",1335571420.72676,597375,5.22,13.47
"Solomon Islands",1307909887.55212,612660,2.69,67.67
"Solomon Islands",1379490304.2254,628102,2.29,53.96
"Solomon Islands",1469789119.08756,643634,1.27,67.72
"Solomon Islands",1615478393.28614,659249,2.56,58.81
"Solomon Islands",1619155017.3924,674993,2.02,38.97
"Solomon Islands",1536145814.17007,691191,1.64,33.87
"Solomon Islands",1522794913.0914,707851,1.86,25.94
"Somalia",2687807003.73935,12026649,89.45,9.24
"Somalia",2906000096.93249,12216837,144.71,3.47
"Somalia",4041702388.86633,12440326,182.31,12.54
"Somalia",5836021227.47597,12852485,210.83,46.39
"Somalia",6537360532.64359,13309235,352.74,38.25
"Somalia",6984947145.09508,13763906,486.57,15.58
"Somalia",7390796616.52817,14292847,503.95,17.69
"Somalia",8252394373.29698,14864221,455.41,3.54
"Somalia",8278212314.40466,15411094,537.19,18.3
"Somalia",9420431258.24747,15981300,583.75,15.04
"Somalia",9204140383.17612,16537016,554.34,5.67
"Somalia",9838711529.45848,17065581,744.47,18.07
"South Africa",417363822801.713,51784921,3912.14,7140.48
"South Africa",458199494830.834,52443325,4730.97,10971.67
"South Africa",434400545085.811,53145033,5106.72,8887.84
"South Africa",400886013595.573,53873616,5074.07,6075.24
"South Africa",381198869776.106,54729551,5301.75,6496.49
"South Africa",346709790458.563,55876504,3587.83,5948.33
"South Africa",323585509674.481,56422274,3545.73,5833.65
"South Africa",381448814653.456,56641209,3824.99,6834.65
"South Africa",405260723892.517,57339635,4066.96,6517.27
"South Africa",389330032224.269,58087055,4107.92,6969.77
"South Africa",338291396026.698,58801927,3933.98,7568.16
"South Africa",420117812466.041,59392255,6085.05,10965.74
"Spain",1422108199783.34,46576897,2565.1,1487.45
"Spain",1480710495710.12,46742697,2999.07,1809.59
"Spain",1324750738725,46773055,2865.6,1815.52
"Spain",1355579535912.55,46620045,2884.22,1843.27
"Spain",1371820537888.62,46480882,3147.91,2005.06
"Spain",1196156971279.69,46444832,3236.92,1645.85
"Spain",1233554967011.68,46484062,3424.83,1968.65
"Spain",1313245330197.65,46593236,3994.89,1663.19
"Spain",1421702715218.04,46797754,4182.28,1680.32
"Spain",1394320055129.41,47134837,3945.29,1613.05
"Spain",1278128867875.49,47365655,3238.38,1511.74
"Spain",1445651653604.63,47415794,4725.28,2052.88
"Sri Lanka",58636161081.712,20668557,3507.23,501.66
"Sri Lanka",67753284043.9282,20859743,4378.58,637.31
"Sri Lanka",70447216891.3366,21017147,3983.56,625.72
"Sri Lanka",77000578167.353,21131756,4534.07,666.85
"Sri Lanka",82528535713.926,21239457,6703.45,756.09
"Sri Lanka",85140955388.8509,21336697,5310.41,742.76
"Sri Lanka",88012282205.8357,21425494,3912.94,602.13
"Sri Lanka",94376237797.2367,21506813,4476.21,772.57
"Sri Lanka",94493871200.7869,21670000,4709.94,1488.33
"Sri Lanka",89014978344.1404,21803000,3800.65,903.62
"Sri Lanka",84304298770.5329,21919000,3497.92,642.88
"Sri Lanka",88609332762.4729,22156000,5801.92,1009.88
"St. Kitts and Nevis",778718518.518518,47403,0.71,0
"St. Kitts and Nevis",836092592.592593,47581,0.64,0.09
"St. Kitts and Nevis",825381481.481481,47727,0.61,0
"St. Kitts and Nevis",874896296.296296,47767,1.21,0.01
"St. Kitts and Nevis",952111111.111111,47789,1.23,0.36
"St. Kitts and Nevis",957222222.222222,47790,2.2,0.16
"St. Kitts and Nevis",1006818518.51852,47788,3.08,0.01
"St. Kitts and Nevis",1056977777.77778,47785,2.83,0
"St. Kitts and Nevis",1076548148.14815,47761,2.34,0
"St. Kitts and Nevis",1107855555.55556,47712,2.52,0
"St. Kitts and Nevis",883922222.222222,47642,0.97,0
"St. Kitts and Nevis",858622222.222222,47606,2.58,2.98
"St. Lucia",1482385185.18519,170935,2.53,0.32
"St. Lucia",1568370370.37037,172145,1.28,0.45
"St. Lucia",1598207407.40741,173124,1.01,0.41
"St. Lucia",1660222222.22222,173978,2.25,0.5
"St. Lucia",1749185185.18518,174804,2.11,0.14
"St. Lucia",1807640740.74074,175623,2.63,0.46
"St. Lucia",1868544444.44444,176413,4.3,0.24
"St. Lucia",1998503703.7037,177163,4.04,0.33
"St. Lucia",2060955555.55556,177888,3.97,0.57
"St. Lucia",2092081549.02444,178583,3.19,0.61
"St. Lucia",1497825994.23221,179237,3.4,0.39
"St. Lucia",1834796401.63261,179651,4.05,0.14
"St. Vincent and the Grenadines",720447888.888889,109308,0.36,0
"St. Vincent and the Grenadines",713796370.37037,108703,0.6,0
"St. Vincent and the Grenadines",770900000,106912,0.75,0
"St. Vincent and the Grenadines",786555555.555555,106482,0.53,0
"St. Vincent and the Grenadines",814303703.703704,105963,0.75,0
"St. Vincent and the Grenadines",884329629.62963,105281,0.73,0.02
"St. Vincent and the Grenadines",910766666.666667,104924,0.68,0
"St. Vincent and the Grenadines",869111111.111111,104632,0.6,12.17
"St. Vincent and the Grenadines",872225925.925926,104332,0.82,0
"Sudan",58962978034.4828,33739933,488.39,613.78
"Sudan",55018567210.5263,34419624,717.24,430.77
"Sudan",37632919966.6667,35159792,755.03,127.14
"Sudan",43024018082.1918,35990704,862.89,436.43
"Sudan",49516748617.9775,37003245,882.3,569.68
"Sudan",51726758676.7677,38171178,782.25,149.19
"Sudan",42630376000,39377169,748.57,245.15
"Sudan",41283617976.1905,40679828,822.61,452.07
"Sudan",32333780383.2924,41999059,920.74,742.61
"Sudan",32338079165.2893,43232093,1096.71,396.74
"Sudan",27034593750,44440486,1022.18,368.28
"Sudan",34229513774.9936,45657202,1077.1,129.14
"Suriname",4368370997.92126,546080,12.03,0.87
"Suriname",4422276621.78703,552146,10.42,4.4
"Suriname",4.98e+09,558111,30.3,13.4
"Suriname",5145757575.75758,563947,24.16,13.15
"Suriname",5240606060.60606,569682,17.59,210.88
"Suriname",5126237646.22072,575475,12.81,43.32
"Suriname",3317421648.09918,581453,10.47,45.91
"Suriname",3591679430.99988,587559,17.32,92.75
"Suriname",3996198866.57453,593715,22.52,89.39
"Suriname",4016040575.08796,600301,31.08,55.06
"Suriname",2911807496.20227,607065,17.09,34.13
"Suriname",3081401725.88833,612985,17.32,31.92
"Sweden",495812558843.31,9378126,627.6,1619.24
"Sweden",574094112972.733,9449213,824.91,1940.65
"Sweden",552483727282.802,9519374,686.07,1681.32
"Sweden",586841821796.891,9600379,733.31,1679.29
"Sweden",581964017237.095,9696110,740.35,1748.28
"Sweden",505103781349.757,9799186,683.46,1484.72
"Sweden",515654671469.547,9923085,708.82,1160.98
"Sweden",541018749769.097,10057698,771.39,1464.37
"Sweden",555455371487.089,10175214,792.1,1326.72
"Sweden",533879529188.454,10278887,748.32,1114.32
"Sweden",547054174235.876,10353442,763.74,1004.66
"Sweden",639714956069.468,10415811,1035.83,1450.03
"Switzerland",598851028906.58,7824909,689.68,24801.84
"Switzerland",715888126682.396,7912398,1095.2,34758.81
"Switzerland",686420221557.99,7996861,1117.13,32166.37
"Switzerland",706234937370.968,8089346,1796.81,19310.85
"Switzerland",726537808338,8188649,1068.49,22133.01
"Switzerland",694118186379.628,8282396,977.07,19299.31
"Switzerland",687895460902.713,8373338,977.94,17248.54
"Switzerland",695200833086.499,8451840,1083.71,18922.88
"Switzerland",725568717468.001,8514329,1186.53,18087.42
"Switzerland",721369112726.724,8575280,1199.92,16899.73
"Switzerland",741999406005.627,8638167,1261.42,18230.81
"Switzerland",813408787222.499,8704546,1348.44,23392.17
"Syrian Arab Republic",61390831317.8635,22337563,493.24,35.61
"Syrian Arab Republic",67539427670.9958,22730733,536.43,178.37
"Syrian Arab Republic",43190317724.7088,22605577,258.71,80.36
"Syrian Arab Republic",21361254647.9904,21495821,234.06,76.62
"Syrian Arab Republic",21502061462.2122,20072232,187.84,28.34
"Syrian Arab Republic",16466863097.2125,19205178,136.83,40.54
"Syrian Arab Republic",12597854884.462,18964252,121.71,32.25
"Syrian Arab Republic",16369843341.3865,18983373,153.3,25.65
"Syrian Arab Republic",21497782880.7488,19333463,154.57,14.17
"Syrian Arab Republic",22583045052.56,20098251,159.26,15.35
"Syrian Arab Republic",11155888304.0023,20772595,124.17,15.3
"Syrian Arab Republic",8980060818.72145,21324367,105.43,15.61
"Tajikistan",5642221099.17704,7621779,18.28,23.02
"Tajikistan",6522756255.012,7784819,21.27,8.86
"Tajikistan",7633036903.07634,7956382,35.17,12.85
"Tajikistan",8448411318.25417,8136610,54.25,0.86
"Tajikistan",9112605459.32845,8326348,53.69,4.38
"Tajikistan",8271431485.07484,8524063,22.22,9.98
"Tajikistan",6992416096.89018,8725318,20.4,21.82
"Tajikistan",7536402852.85802,8925525,23.92,50.29
"Tajikistan",7764999999.45362,9128132,22.22,4.24
"Tajikistan",8300813599.3084,9337003,23.51,0.29
"Tajikistan",8133963550.65742,9543207,53.45,1.06
"Tajikistan",8937805347.13963,9750064,35.29,10.74
"Tanzania",32012892919.37,45110527,1474.57,326.56
"Tanzania",34657140096.4836,46416031,1614.54,239.7
"Tanzania",39650394362.9287,47786137,2152.07,752.86
"Tanzania",45648857242.315,49253643,3400.59,724.44
"Tanzania",49986726460.6805,50814552,2484.36,1089.04
"Tanzania",47413919817.124,52542823,1654.46,924.81
"Tanzania",49774409374.4538,54401802,1783.37,948.51
"Tanzania",53274884532.7886,56267032,1618.57,1029.7
"Tanzania",57003712892.0858,58090443,1703.79,903.44
"Tanzania",61026731925.9213,59872579,1739.83,1023.45
"Tanzania",66068737786.0639,61704518,1438.82,934.86
"Tanzania",70655628147.8986,63588334,2300.65,2279.19
"Thailand",341104766329.17,68270489,2274.07,4271.89
"Thailand",370818739623.622,68712846,2960.81,5283.67
"Thailand",397558325278.579,69157023,3732.99,5352.48
"Thailand",420333654592.547,69578602,3703.07,5340.01
"Thailand",407339040197.651,69960943,3464.65,5865.79
